team,spread,o/u,season_year,week
BUF,-1.0,40.5,2016,2
DET,-5.5,47.5,2016,2
HOU,-1.0,42.0,2016,2
CLE,4.5,42.0,2016,2
NYG,-4.0,53.0,2016,2
DEN,-6.5,47.5,2016,2
OAK,-4.5,47.5,2016,2
SD,-3.0,47.5,2016,2
MIN,1.5,42.0,2016,2
NE,-5.0,42.5,2016,2
ARI,-7.0,49.0,2016,2
PIT,-3.0,48.5,2016,2
WAS,-3.5,47.0,2016,2
CAR,-11.5,44.5,2016,2
LA,5.0,38.0,2016,2
CHI,-3.0,42.5,2016,2
NE,-1.0,39.5,2016,3
TEN,1.5,47.5,2016,3
BUF,5.0,48.0,2016,3
JAC,2.5,45.5,2016,3
NYG,-3.5,46.5,2016,3
SEA,-10.0,41.5,2016,3
TB,-3.5,41.0,2016,3
KC,-3.0,44.0,2016,3
IND,-2.0,51.0,2016,3
GB,-6.0,47.0,2016,3
CAR,-6.5,43.0,2016,3
MIA,-9.5,41.5,2016,3
PHI,4.0,46.0,2016,3
DAL,-6.5,45.0,2016,3
CIN,-3.5,42.0,2016,3
NO,-3.0,53.0,2016,3
CIN,-7.5,46.5,2016,4
JAC,1.0,48.5,2016,4
WAS,-7.0,47.5,2016,4
HOU,-4.0,40.5,2016,4
BAL,-3.5,45.0,2016,4
TB,3.5,43.0,2016,4
ARI,-9.5,43.5,2016,4
PIT,-3.0,48.0,2016,4
CHI,3.5,47.5,2016,4
SF,1.0,44.5,2016,4
ATL,3.0,48.5,2016,4
SD,-3.5,54.0,2016,4
NYJ,1.0,40.0,2016,4
NE,-3.5,41.0,2016,4
MIN,-4.0,42.5,2016,4
SF,3.5,42.5,2016,5
MIA,-3.0,44.0,2016,5
CLE,10.0,47.0,2016,5
BAL,-4.0,44.0,2016,5
DET,3.5,46.0,2016,5
IND,-3.5,47.5,2016,5
DEN,-3.5,44.5,2016,5
LA,2.0,41.5,2016,5
OAK,-3.5,50.5,2016,5
DAL,2.5,45.5,2016,5
PIT,-9.0,49.5,2016,5
MIN,-6.0,39.0,2016,5
GB,-7.0,48.5,2016,5
CAR,-6.0,46.5,2016,5
SD,3.0,44.5,2016,6
NE,-7.0,48.0,2016,6
MIA,7.0,48.5,2016,6
CHI,-2.0,46.5,2016,6
BUF,-7.5,45.0,2016,6
DET,-3.0,44.5,2016,6
WAS,3.0,45.0,2016,6
OAK,2.0,47.0,2016,6
SEA,-6.5,45.0,2016,6
HOU,-3.0,48.0,2016,6
NYG,-3.5,42.5,2016,6
TEN,-7.5,44.5,2016,6
GB,-5.5,47.0,2016,6
NO,3.0,53.0,2016,6
ARI,-7.0,45.5,2016,6
GB,-7.5,46.5,2016,7
LA,2.5,44.5,2016,7
PHI,3.0,39.5,2016,7
KC,-6.5,51.0,2016,7
DET,1.0,49.5,2016,7
CIN,-11.0,46.0,2016,7
MIA,2.5,45.0,2016,7
JAC,-2.5,48.0,2016,7
ATL,-5.5,53.0,2016,7
SF,-1.0,45.0,2016,7
TEN,-4.0,48.5,2016,7
PIT,7.0,49.0,2016,7
NYJ,-1.5,39.5,2016,7
ARI,-2.0,43.0,2016,7
DEN,-8.0,40.0,2016,7
TEN,-3.0,43.5,2016,8
CIN,-3.0,49.0,2016,8
ATL,-3.0,51.0,2016,8
TB,1.0,48.0,2016,8
IND,3.0,50.5,2016,8
DAL,-4.5,44.0,2016,8
BUF,5.5,48.5,2016,8
NO,2.0,50.0,2016,8
CAR,-2.5,45.5,2016,8
HOU,-2.0,46.0,2016,8
DEN,-4.0,43.0,2016,8
CLE,2.5,45.5,2016,8
CHI,4.5,39.5,2016,8
TB,4.5,49.5,2016,9
MIA,-4.0,44.5,2016,9
BAL,3.0,46.0,2016,9
SF,4.5,53.5,2016,9
LA,3.0,44.0,2016,9
GB,-7.0,52.5,2016,9
SD,-3.5,47.0,2016,9
OAK,-1.0,44.5,2016,9
NYG,-3.0,43.0,2016,9
CLE,7.0,49.0,2016,9
MIN,-6.0,42.5,2016,9
KC,-7.0,43.0,2016,9
SEA,-6.0,43.0,2016,9
BAL,-9.0,44.0,2016,10
JAC,-2.5,42.5,2016,10
PHI,-1.0,49.0,2016,10
WAS,-2.0,42.5,2016,10
TEN,3.0,49.0,2016,10
SD,-4.5,48.5,2016,10
ARI,-13.5,47.0,2016,10
PIT,-3.0,50.5,2016,10
CAR,-3.0,44.0,2016,10
NO,-3.0,49.5,2016,10
NYJ,1.0,39.0,2016,10
NE,-7.5,49.0,2016,10
TB,2.5,45.0,2016,10
NYG,1.0,48.5,2016,10
CAR,-3.5,52.5,2016,11
IND,-3.0,53.5,2016,11
DET,-6.0,47.0,2016,11
KC,-7.0,44.5,2016,11
MIN,-2.5,40.0,2016,11
DAL,-7.0,44.5,2016,11
CLE,8.5,44.5,2016,11
LA,-1.0,39.5,2016,11
WAS,-3.0,47.5,2016,11
SF,11.0,51.5,2016,11
SEA,-6.5,43.0,2016,11
NYG,-7.0,41.5,2016,11
CIN,-2.0,48.0,2016,11
OAK,-6.5,45.0,2016,11
DET,-2.0,42.0,2016,12
IND,8.0,50.0,2016,12
DAL,-6.0,52.0,2016,12
CHI,6.5,42.0,2016,12
BUF,-9.0,44.0,2016,12
BAL,-3.5,41.5,2016,12
ATL,-4.0,49.5,2016,12
MIA,-7.5,45.0,2016,12
NO,-7.5,44.5,2016,12
CLE,6.5,45.5,2016,12
TB,5.0,45.5,2016,12
DEN,-3.5,40.0,2016,12
NYJ,8.5,47.5,2016,12
HOU,2.5,46.0,2016,12
OAK,-3.5,48.0,2016,12
PHI,-4.0,47.0,2016,12
MIN,3.0,43.5,2016,13
NO,-6.5,53.0,2016,13
CHI,1.5,44.0,2016,13
NE,-13.0,44.5,2016,13
BAL,-3.5,41.5,2016,13
OAK,-3.0,48.5,2016,13
SD,-3.5,49.0,2016,13
ARI,-2.5,48.5,2016,13
PIT,-6.5,49.0,2016,13
SEA,-9.0,43.5,2016,13
JAC,3.5,39.5,2016,13
ATL,-4.5,49.5,2016,13
GB,-6.5,44.0,2016,13
CIN,-1.5,42.0,2016,13
NYJ,-1.0,48.5,2016,13
KC,-3.5,46.0,2016,14
CLE,4.5,41.5,2016,14
BUF,1.5,45.0,2016,14
MIA,2.0,44.0,2016,14
DET,-7.0,41.5,2016,14
JAC,3.0,38.5,2016,14
TB,-2.5,51.0,2016,14
PHI,2.0,48.0,2016,14
LA,4.5,44.0,2016,14
NYG,3.5,46.5,2016,14
CAR,-1.5,49.0,2016,14
GB,3.0,46.0,2016,14
IND,-6.5,47.0,2016,14
SF,-3.0,43.5,2016,14
TEN,-1.0,43.5,2016,14
NE,-6.0,45.0,2016,14
